Sample_date,Sample_Time,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,T_Fahr
8/27/2022,0:30:0,10.59,7.28,2.71,3.24,6,81.19
8/27/2022,0:45:0,10.56,7.28,2.76,3,6.08,81.165
8/27/2022,1:0:0,10.61,7.28,2.69,3.43,7.14,81.174
8/27/2022,1:15:0,10.59,7.27,2.69,3.35,6,81.172
8/27/2022,1:30:0,10.57,7.26,2.49,3.41,6.82,81.226
8/27/2022,1:45:0,10.56,7.28,2.56,2.92,7.16,81.16
8/27/2022,2:0:0,10.51,7.31,2.95,2.43,7.95,81.124
8/27/2022,2:15:0,10.51,7.31,2.98,3.15,6.83,80.998
8/27/2022,2:30:0,10.53,7.29,2.86,2.57,6.82,80.969
8/27/2022,2:45:0,10.49,7.27,2.69,2.56,6.63,80.854
8/27/2022,3:0:0,10.55,7.26,2.72,2.54,6.75,80.856
8/27/2022,3:15:0,10.51,7.27,2.65,2.3,6.49,80.94
8/27/2022,3:30:0,10.51,7.27,2.69,2.47,6.63,80.895
8/27/2022,3:45:0,10.49,7.28,2.76,2.39,5.68,80.848
8/27/2022,4:0:0,10.48,7.29,2.87,2.31,6.24,80.807
8/27/2022,4:15:0,10.5,7.27,2.67,2.37,6.85,80.82
8/27/2022,4:30:0,10.52,7.27,2.58,2.2,7.45,80.874
8/27/2022,4:45:0,10.51,7.27,2.6,2.41,6.48,80.857
8/27/2022,5:0:0,10.53,7.28,2.74,2.49,6.58,80.841
8/27/2022,5:15:0,10.57,7.27,2.81,2.46,7.47,80.816
8/27/2022,5:30:0,10.56,7.27,2.69,2.4,7.68,80.769
8/27/2022,5:45:0,10.57,7.27,2.66,2.39,7.97,80.771
8/27/2022,6:0:0,10.56,7.27,2.71,2.58,6.48,80.713
8/27/2022,6:15:0,10.55,7.27,2.63,2.49,7.7,80.701
8/27/2022,6:30:0,10.54,7.26,2.67,2.45,7.17,80.677
8/27/2022,6:45:0,10.55,7.27,2.65,2.86,8.33,80.659
8/27/2022,7:0:0,10.55,7.25,2.65,2.39,6.78,80.661
8/27/2022,7:15:0,10.59,7.25,2.41,2.53,7.68,80.735
8/27/2022,7:30:0,10.59,7.24,2.43,2.55,8.25,80.751
8/27/2022,7:45:0,10.57,7.24,2.26,2.31,7.25,80.681
8/27/2022,8:0:0,10.6,7.24,2.34,2.44,7.85,80.758
8/27/2022,8:15:0,10.63,7.23,2.44,2.63,8.15,80.834
8/27/2022,8:30:0,10.64,7.23,2.45,2.41,8.67,80.924
8/27/2022,8:45:0,10.67,7.22,2.46,2.57,7.68,80.976
8/27/2022,9:0:0,10.66,7.22,2.31,2.67,9.23,81.003
8/27/2022,9:15:0,10.71,7.21,2.16,2.69,9.76,81.081
8/27/2022,9:30:0,10.7,7.22,2.29,2.8,9.45,81.129
8/27/2022,9:45:0,10.71,7.22,2.54,2.8,8.99,81.212
8/27/2022,10:0:0,10.69,7.23,2.41,3.49,9.78,81.199
8/27/2022,10:15:0,10.68,7.23,2.4,2.9,10.43,81.201
8/27/2022,10:30:0,10.7,7.24,2.52,3.07,10.65,81.259
8/27/2022,10:45:0,10.72,7.23,2.29,3.53,10.02,81.246
8/27/2022,11:0:0,10.69,7.25,2.57,2.99,12.88,81.295
8/27/2022,11:15:0,10.71,7.24,2.53,3.22,11.33,81.356
8/27/2022,11:30:0,10.71,7.24,2.58,3.12,8.72,81.408
8/27/2022,11:45:0,10.68,7.28,2.73,3.18,12.65,81.459
8/27/2022,12:0:0,10.69,7.27,2.83,3.16,8.41,81.604
8/27/2022,12:15:0,10.71,7.23,2.42,3.16,7.16,81.498
8/27/2022,12:30:0,10.71,7.23,2.34,3.09,5.95,81.689
8/27/2022,12:45:0,10.73,7.23,2.41,3.21,6.07,81.781
8/27/2022,13:0:0,10.7,7.25,2.31,2.91,7.7,81.763
8/27/2022,13:15:0,10.73,7.24,2.64,3.2,6.58,81.849
8/27/2022,13:30:0,10.72,7.24,2.42,3.16,7.43,81.853
8/27/2022,13:45:0,10.71,7.25,2.57,2.99,6.55,81.991
8/27/2022,14:0:0,10.74,7.21,1.84,3.33,5.94,81.73
8/27/2022,14:15:0,10.75,7.24,2.15,3.32,6.67,81.912
8/27/2022,14:30:0,10.75,7.24,2.49,3.06,8.64,81.898
8/27/2022,14:45:0,10.72,7.28,2.82,2.82,9.7,82.125
8/27/2022,15:0:0,10.73,7.27,2.79,3.06,9.8,82.128
8/27/2022,15:15:0,10.75,7.3,3.06,3.18,13.13,82.202
8/27/2022,15:30:0,10.74,7.29,3.03,2.97,14.42,82.22
8/27/2022,15:45:0,10.72,7.37,3.63,3.08,16.53,82.344
8/27/2022,16:0:0,10.71,7.4,3.97,3.38,22.29,82.328
8/27/2022,16:15:0,10.68,7.46,4.34,3.07,31.17,82.418
8/27/2022,16:30:0,10.65,7.51,4.61,3.07,50.28,82.447
8/27/2022,16:45:0,10.64,7.48,4.5,3.13,34.06,82.407
8/27/2022,17:0:0,10.61,7.51,4.42,3.33,34.77,82.441
8/27/2022,17:15:0,10.6,7.53,4.75,3.06,31.67,82.384
8/27/2022,17:30:0,10.61,7.48,4.49,3.11,32.12,82.305
8/27/2022,17:45:0,10.6,7.48,4.3,3.46,28.15,82.31
8/27/2022,18:0:0,10.54,7.6,5.1,2.79,34.72,82.425
8/27/2022,18:15:0,10.52,7.61,5.3,2.72,32.05,82.411
8/27/2022,18:30:0,10.49,7.6,5.03,2.55,30.86,82.413
8/27/2022,18:45:0,10.49,7.55,4.82,2.4,23.26,82.377
8/27/2022,19:0:0,10.44,7.62,5.22,2.52,27.64,82.384
8/27/2022,19:15:0,10.41,7.67,5.38,2.32,31.34,82.404
8/27/2022,19:30:0,10.47,7.64,5.35,2.51,36.13,82.539
8/27/2022,19:45:0,10.46,7.56,5.06,2.62,23.81,82.249
8/27/2022,20:0:0,10.44,7.57,5.03,2.47,26.52,82.2
8/27/2022,20:15:0,10.44,7.58,5.16,2.37,20.91,82.146
8/27/2022,20:30:0,10.41,7.58,5.05,2.43,15.79,82.042
8/27/2022,20:45:0,10.41,7.56,4.97,2.35,18.71,81.991
8/27/2022,21:0:0,10.41,7.54,4.81,2.58,21.86,81.986
8/27/2022,21:15:0,10.45,7.47,4.28,2.75,19.46,81.889
8/27/2022,21:30:0,10.43,7.52,4.61,2.49,19.75,81.869
8/27/2022,21:45:0,10.48,7.45,4.29,2.46,15.41,81.856
8/27/2022,22:0:0,10.5,7.43,3.94,3.15,16.83,81.86
8/27/2022,22:15:0,10.55,7.38,3.56,3.44,17.29,81.844
8/27/2022,22:30:0,10.49,7.43,3.91,2.51,16.83,81.975
8/27/2022,22:45:0,10.51,7.4,3.66,3.15,16.94,81.757
8/27/2022,23:0:0,10.5,7.43,3.84,2.91,14.34,81.765
8/27/2022,23:15:0,10.51,7.4,3.63,2.52,12.79,81.795
8/27/2022,23:30:0,10.53,7.38,3.52,2.94,13.29,81.671
8/27/2022,23:45:0,10.53,7.38,3.48,2.65,11.65,81.628
8/28/2022,0:0:0,10.51,7.36,3.33,3.15,11.59,81.658
8/28/2022,0:15:0,10.56,7.35,3.3,3.28,12.47,81.565
8/28/2022,0:30:0,10.57,7.33,3.05,3.19,12.06,81.561
8/28/2022,0:45:0,10.53,7.34,3.15,2.64,12.2,81.574
8/28/2022,1:0:0,10.6,7.31,2.93,3.23,11.75,81.529
8/28/2022,1:15:0,10.54,7.32,2.99,2.88,13.07,81.549
8/28/2022,1:30:0,10.53,7.31,3.05,2.5,12.6,81.516
8/28/2022,1:45:0,10.57,7.3,2.89,3,9.99,81.496
8/28/2022,2:0:0,10.57,7.31,2.92,2.96,16.09,81.498
8/28/2022,2:15:0,10.52,7.32,3.01,2.52,11.3,81.496
8/28/2022,2:30:0,10.56,7.3,2.98,2.93,11.35,81.466
8/28/2022,2:45:0,10.55,7.3,2.77,2.9,10.17,81.471
8/28/2022,3:0:0,10.6,7.29,2.82,3.23,10.81,81.415
8/28/2022,3:15:0,10.56,7.29,2.9,2.85,9.9,81.403
8/28/2022,3:30:0,10.55,7.3,2.91,3.09,9.56,81.365
8/28/2022,3:45:0,10.51,7.3,3.01,2.85,10.01,81.316
8/28/2022,4:0:0,10.55,7.3,3.05,3.03,9.95,81.25
8/28/2022,4:15:0,10.51,7.31,3.16,3,9.44,81.198
8/28/2022,4:30:0,10.51,7.31,3.17,2.81,10.04,81.207
8/28/2022,4:45:0,10.5,7.31,3.25,2.83,9.79,81.142
8/28/2022,5:0:0,10.51,7.28,2.91,3.11,11.73,81.217
8/28/2022,5:15:0,10.48,7.3,3.12,2.56,11.23,81.156
8/28/2022,5:30:0,10.51,7.28,2.89,5.02,11.15,81.194
8/28/2022,5:45:0,10.52,7.28,2.86,2.9,11.07,81.223
8/28/2022,6:0:0,10.52,7.27,2.73,2.51,9.56,81.248
8/28/2022,6:15:0,10.5,7.28,2.83,2.4,9.47,81.243
8/28/2022,6:30:0,10.49,7.28,3.01,2.57,11.05,81.225
8/28/2022,6:45:0,10.46,7.32,3.21,2.43,12.03,81.192
8/28/2022,7:0:0,10.46,7.32,3.22,2.49,11.89,81.203
8/28/2022,7:15:0,10.41,7.35,3.4,2.07,16.04,81.165
8/28/2022,7:30:0,10.4,7.35,3.25,2.22,14.23,81.219
8/28/2022,7:45:0,10.43,7.34,3.25,2.38,12.93,81.185
8/28/2022,8:0:0,10.44,7.33,3.37,2.48,13.96,81.178
8/28/2022,8:15:0,10.42,7.34,3.3,2.59,12.81,81.156
8/28/2022,8:30:0,10.44,7.33,3.34,2.52,15.48,81.196
8/28/2022,8:45:0,10.43,7.34,3.37,2.52,16.65,81.192
8/28/2022,9:0:0,10.44,7.32,3.34,2.52,13.15,81.201
8/28/2022,9:15:0,10.41,7.35,3.53,2.48,15.96,81.223
8/28/2022,9:30:0,10.42,7.33,3.4,2.38,16.8,81.262
8/28/2022,9:45:0,10.4,7.36,3.78,2.49,20.07,81.252
8/28/2022,10:0:0,10.4,7.33,3.55,2.56,15.04,81.293
8/28/2022,10:15:0,10.39,7.35,3.66,2.31,18.66,81.361
8/28/2022,10:30:0,10.37,7.34,3.69,2.23,16.93,81.423
8/28/2022,10:45:0,10.15,7.51,4.75,2.57,29.21,81.572
8/28/2022,11:0:0,10.07,7.54,5.02,2.27,28.61,81.612
8/28/2022,11:15:0,10,7.56,5.35,2.34,24.56,81.718
8/28/2022,11:30:0,9.94,7.57,5.32,2.25,24.17,81.772
8/28/2022,11:45:0,9.74,7.83,6.91,2.81,52.1,81.919
8/28/2022,12:0:0,9.8,7.75,6.35,2.77,44.1,81.993
8/28/2022,12:15:0,9.73,7.86,7.09,2.56,46.98,82.058
8/28/2022,12:30:0,9.75,7.84,7.12,2.4,40.91,82.369
8/28/2022,12:45:0,9.76,7.84,7.04,2.38,33.99,82.512
8/28/2022,13:0:0,9.72,7.87,7.27,2.47,41.74,82.654
8/28/2022,13:15:0,9.77,7.8,6.7,4.25,37.74,82.564
8/28/2022,13:30:0,9.77,7.87,7.1,2.65,52.47,82.612
8/28/2022,13:45:0,9.75,7.93,7.6,2.56,38.44,82.728
8/28/2022,14:0:0,9.75,7.9,7.57,2.57,65.63,82.704
8/28/2022,14:15:0,9.75,7.95,7.85,2.71,78.3,82.747
8/28/2022,14:30:0,9.75,7.9,7.65,2.96,54.21,82.701
8/28/2022,14:45:0,9.79,7.83,6.95,2.6,43.05,82.578
8/28/2022,15:0:0,9.75,7.88,7.43,2.53,48.07,82.675
8/28/2022,15:15:0,9.75,7.92,7.62,2.23,44.86,82.737
8/28/2022,15:30:0,9.74,7.96,7.93,2.43,59.23,82.819
8/28/2022,15:45:0,9.69,8.07,8.88,2.7,67.19,82.998
8/28/2022,16:0:0,9.76,8.04,8.52,2.44,56.38,82.947
8/28/2022,16:15:0,9.69,8.13,9.24,2.7,91.28,83.1
8/28/2022,16:30:0,9.73,8.03,8.43,2.64,72.61,82.917
8/28/2022,16:45:0,9.64,8.07,8.62,2.94,74.06,82.942
8/28/2022,17:0:0,9.68,7.99,8.42,2.72,82.4,82.852
8/28/2022,17:15:0,9.71,7.96,8.11,2.49,78.7,82.762
8/28/2022,17:30:0,9.73,7.95,7.77,2.53,80.97,82.702
8/28/2022,17:45:0,9.7,7.96,7.87,2.6,81.25,82.758
8/28/2022,18:0:0,9.68,8.02,8.37,2.86,140.27,82.839
8/28/2022,18:15:0,9.7,8.01,8.2,2.85,90.35,82.837
8/28/2022,18:30:0,9.7,8.01,8.17,2.52,65.18,82.882
8/28/2022,18:45:0,9.72,7.99,7.85,2.42,67.67,82.92
8/28/2022,19:0:0,9.72,7.95,7.7,2.36,54.24,82.893
8/28/2022,19:15:0,9.75,7.95,7.68,2.51,58.05,82.861
8/28/2022,19:30:0,9.73,7.95,7.72,2.5,65.68,82.852
8/28/2022,19:45:0,9.76,7.92,7.43,2.45,55.22,82.782
8/28/2022,20:0:0,9.73,7.94,7.57,2.6,64.78,82.749
8/28/2022,20:15:0,9.74,7.89,7.24,2.44,59.7,82.711
8/28/2022,20:30:0,9.72,7.91,7.52,2.47,65.26,82.744
8/28/2022,20:45:0,9.71,7.86,7.18,2.56,62.3,82.661
8/28/2022,21:0:0,9.71,7.84,6.94,2.48,54.3,82.657
8/28/2022,21:15:0,9.73,7.8,6.76,2.42,50.96,82.603
8/28/2022,21:30:0,9.72,7.79,6.67,2.38,49.15,82.596
8/28/2022,21:45:0,9.68,7.82,6.95,2.51,55.26,82.594
8/28/2022,22:0:0,9.69,7.79,6.61,2.48,56.65,82.548
8/28/2022,22:15:0,9.68,7.77,6.56,2.23,47.39,82.504
8/28/2022,22:30:0,9.66,7.81,6.81,2.26,39.28,82.454
8/28/2022,22:45:0,9.63,7.8,6.63,2.15,42.51,82.445
8/28/2022,23:0:0,9.59,7.87,7.2,2.35,58.63,82.479
8/28/2022,23:15:0,9.56,7.91,7.26,2.37,53.34,82.423
8/28/2022,23:30:0,9.56,7.86,6.96,2.17,49.15,82.355
8/28/2022,23:45:0,9.55,7.82,6.72,2.21,45.38,82.281
8/29/2022,0:0:0,9.52,7.81,6.64,2.15,38.31,82.238
8/29/2022,0:15:0,9.54,7.77,6.38,1.92,35.58,82.215
8/29/2022,0:30:0,9.49,7.79,6.59,1.9,39.73,82.188
8/29/2022,0:45:0,9.48,7.78,6.55,1.92,29.31,82.18
8/29/2022,1:0:0,9.49,7.77,6.48,1.75,27.71,82.195
8/29/2022,1:15:0,9.51,7.82,6.73,1.74,27.66,82.312
8/29/2022,1:30:0,9.49,7.75,6.35,1.84,22.81,82.166
8/29/2022,1:45:0,9.54,7.71,6.1,1.7,25.5,82.141
8/29/2022,2:0:0,9.5,7.72,6.18,1.62,25.53,82.071
8/29/2022,2:15:0,9.53,7.68,5.9,2.12,32.49,82.031
8/29/2022,2:30:0,9.46,7.68,5.91,1.84,24.58,81.946
8/29/2022,2:45:0,9.47,7.64,5.63,2.02,41.54,81.887
8/29/2022,3:0:0,9.51,7.57,5.3,2.24,27.83,81.941
8/29/2022,3:15:0,9.5,7.57,5.38,1.9,32.53,81.885
8/29/2022,3:30:0,9.51,7.55,5.21,1.94,31,81.907
8/29/2022,3:45:0,9.49,7.54,5.11,1.98,38.23,81.835
8/29/2022,4:0:0,9.5,7.51,4.91,2.06,32.01,81.797
8/29/2022,4:15:0,9.52,7.5,4.75,2.22,34.91,81.739
8/29/2022,4:30:0,9.53,7.47,4.58,2.66,43.66,81.707
8/29/2022,4:45:0,9.51,7.47,4.64,2.65,37.42,81.637
8/29/2022,5:0:0,9.51,7.45,4.4,2.41,34.95,81.601
8/29/2022,5:15:0,9.51,7.45,4.7,2.17,43.16,81.556
8/29/2022,5:30:0,9.52,7.43,4.44,2.2,35.39,81.579
8/29/2022,5:45:0,9.51,7.46,4.65,2.24,36.98,81.572
8/29/2022,6:0:0,9.5,7.46,4.56,2.34,45.73,81.559
8/29/2022,6:15:0,9.56,7.46,4.46,2.51,44.06,81.576
8/29/2022,6:30:0,9.45,7.49,4.82,2.47,35.7,81.462
8/29/2022,6:45:0,9.57,7.5,4.86,2.43,47.25,81.572
8/29/2022,7:0:0,9.6,7.51,4.88,2.5,37.83,81.57
8/29/2022,7:15:0,9.59,7.52,4.82,2.44,33.98,81.597
8/29/2022,7:30:0,9.66,7.56,5.02,2.53,37.77,81.657
8/29/2022,7:45:0,9.67,7.56,4.96,2.7,39.76,81.729
8/29/2022,8:0:0,9.7,7.6,5.2,2.61,48.14,81.752
8/29/2022,8:15:0,9.71,7.62,5.22,2.25,42.04,81.772
8/29/2022,8:30:0,9.75,7.6,5.07,2.44,38.6,81.837
8/29/2022,8:45:0,9.84,7.68,5.48,2.42,31.53,81.937
8/29/2022,9:0:0,9.82,7.68,5.48,2.33,32.26,81.961
8/29/2022,9:15:0,9.84,7.66,5.37,2.3,33.16,82.054
8/29/2022,9:30:0,9.92,7.67,5.31,2.39,34.87,82.164
8/29/2022,9:45:0,9.77,7.66,5.42,2.36,33.68,82.092
8/29/2022,10:0:0,9.85,7.6,5.12,2.39,26.51,82.141
8/29/2022,10:15:0,9.76,7.58,5.09,2.2,22.33,82.116
8/29/2022,10:30:0,9.71,7.63,5.47,2.37,22.41,82.148
8/29/2022,10:45:0,9.84,7.59,5.04,2.65,22.8,82.209
8/29/2022,11:0:0,9.75,7.66,5.53,2.24,25.24,82.369
8/29/2022,11:15:0,9.69,7.74,6.16,2.51,30.25,82.495
8/29/2022,11:30:0,9.73,7.8,6.46,2.33,25.18,82.836
8/29/2022,11:45:0,9.6,7.96,7.67,2.66,39.03,83.077
8/29/2022,12:0:0,9.41,7.95,7.35,2.5,31.72,83.291
8/29/2022,12:15:0,9.48,7.86,6.72,2.31,24.37,83.282
8/29/2022,12:30:0,9.43,7.85,6.83,2.26,32.66,83.287
8/29/2022,12:45:0,9.46,7.76,6.06,2.21,22.96,83.239
8/29/2022,13:0:0,9.37,7.81,6.63,2.25,26.27,83.255
8/29/2022,13:15:0,9.36,7.82,6.55,2.35,28.87,83.241
8/29/2022,13:30:0,9.36,7.82,6.8,2.34,37.09,83.302
8/29/2022,13:45:0,9.33,7.88,7.29,2.44,48.56,83.413
8/29/2022,14:0:0,9.36,7.82,6.7,2.25,38.67,83.323
8/29/2022,14:15:0,9.29,7.82,6.65,2.11,34.14,83.341
8/29/2022,14:30:0,9.27,7.89,7.21,2.26,37.63,83.428
8/29/2022,14:45:0,9.13,8.04,8.25,2.46,59.29,83.795
8/29/2022,15:0:0,9.3,7.97,7.59,2.33,41.81,83.656
8/29/2022,15:15:0,9.24,8.04,8.14,2.42,47.28,83.721
8/29/2022,15:30:0,9.36,8.07,8.28,2.29,40.79,83.748
8/29/2022,15:45:0,9.37,8.2,9.35,2.4,57.75,84.042
8/29/2022,16:0:0,9.28,8.2,9.36,2.51,51.27,84.051
8/29/2022,16:15:0,9.26,8.18,9.04,2.6,73.26,84.043
8/29/2022,16:30:0,9.37,8.2,9.19,2.56,65.31,84.115
8/29/2022,16:45:0,9.33,8.2,9.12,2.67,61.5,84.106
8/29/2022,17:0:0,9.33,8.21,9.21,2.67,70.75,84.162
8/29/2022,17:15:0,9.35,8.23,9.39,2.81,73.59,84.171
8/29/2022,17:30:0,9.34,8.22,9.24,3,80.71,84.141
8/29/2022,17:45:0,9.34,8.21,9.19,2.84,78.71,84.06
8/29/2022,18:0:0,9.27,8.21,9.12,2.96,83.88,83.943
8/29/2022,18:15:0,9.25,8.19,8.96,3.11,98.78,83.829
8/29/2022,18:30:0,9.2,8.18,8.86,2.83,83.38,83.752
8/29/2022,18:45:0,9.2,8.13,8.46,2.64,88.28,83.768
8/29/2022,19:0:0,9.16,8.12,8.43,2.59,64.06,83.707
8/29/2022,19:15:0,9.22,8.06,7.93,2.27,68.09,83.703
8/29/2022,19:30:0,9.22,8.04,7.77,3.19,41.71,83.752
8/29/2022,19:45:0,9.19,8.1,8.3,2.39,55.66,83.829
8/29/2022,20:0:0,9.33,8.09,8.22,2.54,59.04,83.88
8/29/2022,20:15:0,9.41,8.16,8.66,2.93,56.89,83.988
8/29/2022,20:30:0,9.52,8.17,8.74,2.39,57.18,84.058
8/29/2022,20:45:0,9.46,8.15,8.6,2.52,64.94,83.973
8/29/2022,21:0:0,9.43,8.12,8.07,2.66,67.02,83.844
8/29/2022,21:15:0,9.4,8.08,8.04,2.7,55.53,83.766
8/29/2022,21:30:0,9.46,8.08,7.83,2.65,79.76,83.709
8/29/2022,21:45:0,9.43,8.06,7.79,2.65,53.58,83.647
8/29/2022,22:0:0,9.45,8.05,7.46,2.35,43.89,83.516
8/29/2022,22:15:0,9.45,8.03,7.57,2.15,44.35,83.529
8/29/2022,22:30:0,9.46,7.99,7.28,2.16,49.64,83.448
8/29/2022,22:45:0,9.42,7.98,7.17,2.26,40.84,83.327
8/29/2022,23:0:0,9.46,7.92,6.75,2.18,40.53,83.352
8/29/2022,23:15:0,9.51,7.88,6.52,2.23,35.32,83.318
8/29/2022,23:30:0,9.5,7.85,6.31,2.05,33.75,83.302
8/29/2022,23:45:0,9.54,7.8,5.96,2.24,31.62,83.291
8/30/2022,0:0:0,9.58,7.84,6.22,2.23,32.56,83.287
8/30/2022,0:15:0,9.62,7.82,6.08,2.34,36.86,83.255
8/30/2022,0:30:0,9.56,7.84,6.3,2.11,35.11,83.239
8/30/2022,0:45:0,9.54,7.81,6.05,1.96,39.9,83.197
8/30/2022,1:0:0,9.65,7.79,5.95,2.1,37.35,83.221
8/30/2022,1:15:0,9.62,7.74,5.54,2.09,31.33,83.196
8/30/2022,1:30:0,9.59,7.76,5.8,2.04,28.66,83.185
8/30/2022,1:45:0,9.63,7.75,5.74,1.95,35.59,83.147
8/30/2022,2:0:0,9.66,7.73,5.63,2.31,32.95,83.109
8/30/2022,2:15:0,9.64,7.72,5.53,2.08,40.13,83.037
8/30/2022,2:30:0,9.63,7.74,5.62,2.04,31.6,83.043
8/30/2022,2:45:0,9.63,7.72,5.5,2.27,36.27,83.007
8/30/2022,3:0:0,9.58,7.74,5.51,2.03,27.36,82.938
8/30/2022,3:15:0,9.61,7.74,5.56,2.11,35.85,82.947
8/30/2022,3:30:0,9.68,7.73,5.51,2.15,34.28,82.897
8/30/2022,3:45:0,9.68,7.76,5.58,2.38,31.32,82.828
8/30/2022,4:0:0,9.72,7.77,5.56,2.34,44.87,82.816
8/30/2022,4:15:0,9.72,7.77,5.53,2.21,44.58,82.753
8/30/2022,4:30:0,9.73,7.81,5.66,2.27,42.12,82.773
8/30/2022,4:45:0,9.67,7.83,5.79,2.31,40.53,82.672
8/30/2022,5:0:0,9.67,7.86,5.99,2.31,39.23,82.674
8/30/2022,5:15:0,9.69,7.9,6.15,2.3,47.72,82.702
8/30/2022,5:30:0,9.72,7.92,6.3,2.5,52.94,82.783
8/30/2022,5:45:0,9.69,7.9,6.16,2.45,42.95,82.661
8/30/2022,6:0:0,9.63,7.89,6.01,2.48,51.33,82.582
8/30/2022,6:15:0,9.68,7.88,6.14,2.48,67.44,82.632
8/30/2022,6:30:0,9.55,7.9,6.14,2.77,55.78,82.434
8/30/2022,6:45:0,9.63,7.91,6.06,2.44,53,82.555
8/30/2022,7:0:0,9.65,7.89,5.98,2.72,59.39,82.609
8/30/2022,7:15:0,9.66,7.91,6.26,2.7,55.9,82.636
8/30/2022,7:30:0,9.76,7.93,6.21,2.63,54.73,82.713
8/30/2022,7:45:0,9.71,7.88,6,2.56,50.73,82.695
8/30/2022,8:0:0,9.72,7.88,6.06,2.8,54.54,82.598
8/30/2022,8:15:0,9.65,7.87,6.02,2.59,58.28,82.512
8/30/2022,8:30:0,9.56,7.84,5.85,2.55,54.86,82.36
8/30/2022,8:45:0,9.6,7.87,6.05,2.75,43.18,82.539
8/30/2022,9:0:0,9.69,7.92,6.29,2.71,45.64,82.733
8/30/2022,9:15:0,9.62,7.92,6.39,2.85,45.11,82.746
8/30/2022,9:30:0,9.68,7.95,6.6,2.72,47.39,82.839
8/30/2022,9:45:0,9.65,7.97,6.87,2.81,57.75,82.857
8/30/2022,10:0:0,9.62,8.04,7.31,3.02,65.08,82.953
8/30/2022,10:15:0,9.63,8.02,6.95,2.8,64.61,83.016
8/30/2022,10:30:0,9.62,8.05,7.17,2.6,51.2,83.152
8/30/2022,10:45:0,9.58,8.09,7.54,2.5,39.94,83.296
8/30/2022,11:0:0,9.56,8.19,8.42,2.72,60.93,83.536
8/30/2022,11:15:0,9.44,8.32,9.74,2.89,65.67,83.71
8/30/2022,11:30:0,9.55,8.34,9.7,3.16,95.73,83.903
8/30/2022,11:45:0,9.57,8.32,9.59,3.34,99.37,83.869
8/30/2022,12:0:0,9.44,8.37,10.18,3.32,103.98,83.971
8/30/2022,12:15:0,9.45,8.43,10.69,3.02,97.16,84.205
8/30/2022,12:30:0,9.3,8.51,11.91,3.63,102.7,84.52
8/30/2022,12:45:0,9.44,8.38,10.09,3.17,86.32,84.317
8/30/2022,13:0:0,9.28,8.38,10.46,3.33,118.83,84.42
8/30/2022,13:15:0,9.24,8.36,10.15,3.11,99.46,84.407
8/30/2022,13:30:0,9.23,8.31,9.39,2.78,66.28,84.409
8/30/2022,13:45:0,9.05,8.38,10.35,2.92,78.86,84.58
8/30/2022,14:0:0,9.06,8.36,10.01,2.75,81.43,84.538
8/30/2022,14:15:0,9.04,8.31,9.35,2.72,69.49,84.513
8/30/2022,14:30:0,8.95,8.34,9.73,2.7,66.89,84.553
8/30/2022,14:45:0,8.92,8.35,9.75,2.9,77.84,84.54
8/30/2022,15:0:0,8.77,8.41,10.55,3.19,104.14,84.695
8/30/2022,15:15:0,8.79,8.36,9.77,2.88,89.18,84.646
8/30/2022,15:30:0,8.7,8.39,10.27,3.1,108.54,84.567
8/30/2022,15:45:0,8.69,8.43,10.66,4.2,173.79,84.542
8/30/2022,16:0:0,8.86,8.39,10.06,3.79,161.63,84.429
8/30/2022,16:15:0,8.92,8.31,9.2,3.3,109.02,84.402
8/30/2022,16:30:0,9.1,8.25,8.42,3.34,173,84.288
8/30/2022,16:45:0,9.21,8.28,8.89,4.84,217.59,84.209
8/30/2022,17:0:0,9.29,8.25,8.37,3.37,120.02,84.079
8/30/2022,17:15:0,9.38,8.19,8.01,3.06,100.69,83.998
8/30/2022,17:30:0,9.45,8.14,7.67,2.9,96.31,83.892
8/30/2022,17:45:0,9.43,8.17,7.96,2.73,52.29,83.809
8/30/2022,18:0:0,9.52,8.13,7.52,2.34,46.6,83.766
8/30/2022,18:15:0,9.61,8.03,6.91,2.28,40.58,83.669
8/30/2022,18:30:0,9.63,8,6.57,2.08,38.14,83.62
8/30/2022,18:45:0,9.7,7.97,6.21,2.38,42.28,83.548
8/30/2022,19:0:0,9.68,8.06,6.92,2.07,35.2,83.476
8/30/2022,19:15:0,9.62,8.09,7.09,2.16,32.7,83.422
8/30/2022,19:30:0,9.62,8.05,6.76,2.1,37.86,83.379
8/30/2022,19:45:0,9.64,8.04,6.76,1.98,32.2,83.309
8/30/2022,20:0:0,9.67,8.02,6.6,2.06,31.52,83.253
8/30/2022,20:15:0,9.66,7.99,6.29,2.15,30.06,83.251
8/30/2022,20:30:0,9.71,7.94,5.96,2.01,28.41,83.233
8/30/2022,20:45:0,9.77,7.91,5.73,2.09,26.02,83.188
8/30/2022,21:0:0,9.82,7.85,5.35,2.11,25.64,83.142
8/30/2022,21:15:0,9.82,7.83,5.3,2.09,25.56,83.086
8/30/2022,21:30:0,9.91,7.76,4.77,2.14,27.85,83.088
8/30/2022,21:45:0,9.91,7.78,4.92,1.96,26.63,83.093
8/30/2022,22:0:0,9.89,7.82,5.2,1.89,23.98,83.037
8/30/2022,22:15:0,9.93,7.79,5.01,1.86,22.59,83.023
8/30/2022,22:30:0,9.93,7.77,4.96,2.07,21.69,82.972
