Sample_date,Sample_Time,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,BGA_RFU,T_Fahr
9/4/2022,12:30:0,10.91,7.53,5.01,1.68,10.72,6.12,81.435
9/4/2022,12:45:0,10.85,7.57,5.35,1.8,12.73,6.65,81.505
9/4/2022,13:0:0,10.82,7.55,5.15,1.65,11.97,6.41,81.504
9/4/2022,13:15:0,10.67,7.64,5.81,1.67,18.36,9.62,81.61
9/4/2022,13:30:0,10.77,7.63,5.63,1.76,18.18,9.66,81.63
9/4/2022,13:45:0,10.48,7.74,6.67,1.99,43.51,21.48,81.842
9/4/2022,14:0:0,10.51,7.7,6.34,1.89,38.31,18.89,81.81
9/4/2022,14:15:0,10.53,7.7,6.47,2.19,37.32,20.54,81.797
9/4/2022,14:30:0,10.63,7.68,6.24,1.96,35.01,19.06,81.73
9/4/2022,14:45:0,10.52,7.75,6.88,2.13,47.75,25.53,81.806
9/4/2022,15:0:0,10.46,7.8,7.35,2.54,53.29,35.63,81.84
9/4/2022,15:15:0,10.6,7.74,6.68,2.22,53.17,33.64,81.763
9/4/2022,15:30:0,10.51,7.84,7.52,2.41,75.53,37.01,81.925
9/4/2022,15:45:0,10.53,7.78,7.06,2.27,63.77,39.81,81.804
9/4/2022,16:0:0,10.64,7.71,6.48,2.37,63.9,35.2,81.75
9/4/2022,16:15:0,10.59,7.75,6.81,2.18,49.76,33.32,81.77
9/4/2022,16:30:0,10.51,7.85,7.59,2.13,42.96,26.71,81.885
9/4/2022,16:45:0,10.56,7.79,7.08,2.13,50.47,31.08,81.759
9/4/2022,17:0:0,10.59,7.75,6.85,2.06,57.99,37.08,81.707
9/4/2022,17:15:0,10.57,7.85,7.49,2.26,66.31,41.4,81.774
9/4/2022,17:30:0,10.62,7.9,7.91,2.65,61.61,38.94,81.853
9/4/2022,17:45:0,10.58,7.86,7.53,2.21,56.62,36.86,81.792
9/4/2022,18:0:0,10.65,7.86,7.45,1.96,47.8,30.39,81.806
9/4/2022,18:15:0,10.69,7.88,7.53,1.88,40.97,24.98,81.864
9/4/2022,18:30:0,10.75,7.85,7.28,1.76,47.66,25.87,81.918
9/4/2022,18:45:0,10.74,7.86,7.32,1.89,38.91,24.34,81.892
9/4/2022,19:0:0,10.75,7.86,7.28,1.89,38.34,22.69,81.905
9/4/2022,19:15:0,10.74,7.86,7.22,1.86,37.98,23.01,81.838
9/4/2022,19:30:0,10.78,7.83,7.03,1.75,30.18,19.0,81.847
9/4/2022,19:45:0,10.8,7.84,7.13,1.75,37.86,24.44,81.874
9/4/2022,20:0:0,10.81,7.85,7.16,1.83,33.64,21.13,81.844
9/4/2022,20:15:0,10.83,7.9,7.45,1.86,39.89,21.98,81.901
9/4/2022,20:30:0,10.75,7.89,7.5,1.83,37.42,23.84,81.761
9/4/2022,20:45:0,10.74,7.86,7.3,1.88,41.72,28.31,81.666
9/4/2022,21:0:0,10.77,7.81,6.85,1.82,35.67,20.95,81.676
9/4/2022,21:15:0,10.77,7.76,6.61,1.69,33.63,21.22,81.655
9/4/2022,21:30:0,10.79,7.75,6.43,1.63,30.58,18.02,81.671
9/4/2022,21:45:0,10.81,7.75,6.46,1.67,26.57,17.03,81.675
9/4/2022,22:0:0,10.83,7.71,6.12,1.71,26,17.25,81.631
9/4/2022,22:15:0,10.87,7.72,6.27,1.57,26.15,16.99,81.66
9/4/2022,22:30:0,10.86,7.72,6.21,1.65,27.6,18.94,81.653
9/4/2022,22:45:0,10.89,7.72,6.24,1.61,29.34,19.06,81.637
9/4/2022,23:0:0,10.86,7.69,6.08,1.92,25.54,16.07,81.52
9/4/2022,23:15:0,10.86,7.66,5.93,2.12,29.62,19.05,81.484
9/4/2022,23:30:0,10.87,7.67,5.87,1.67,26.42,17.28,81.453
9/4/2022,23:45:0,10.9,7.66,5.97,1.58,27.57,17.58,81.455
9/5/2022,0:0:0,10.9,7.64,5.82,1.6,23.72,14.61,81.442
9/5/2022,0:15:0,10.89,7.67,5.95,1.59,26.22,15.73,81.356
9/5/2022,0:30:0,10.92,7.62,5.41,1.67,25.69,16.02,81.399
9/5/2022,0:45:0,10.94,7.62,5.52,1.64,25.23,17.94,81.397
9/5/2022,1:0:0,10.93,7.61,5.42,1.49,24.71,17.92,81.354
9/5/2022,1:15:0,10.95,7.62,5.63,1.53,24.37,15.49,81.356
9/5/2022,1:30:0,10.98,7.57,5.33,1.65,25.64,16.69,81.363
9/5/2022,1:45:0,10.98,7.56,5.15,1.56,22.19,14.7,81.327
9/5/2022,2:0:0,11,7.54,5.09,1.57,22.81,15.0,81.325
9/5/2022,2:15:0,11.03,7.52,4.98,1.62,24.32,17.07,81.34
9/5/2022,2:30:0,11.04,7.52,4.97,1.48,19.34,12.18,81.298
9/5/2022,2:45:0,11.05,7.5,4.68,1.71,23.82,16.67,81.329
9/5/2022,3:0:0,11.05,7.53,5.01,1.78,22.42,14.8,81.252
9/5/2022,3:15:0,11.07,7.5,4.67,1.45,22.97,15.29,81.246
9/5/2022,3:30:0,11.08,7.51,4.68,1.8,20.71,16.18,81.205
9/5/2022,3:45:0,11.08,7.51,4.53,1.64,20.66,13.54,81.172
9/5/2022,4:0:0,11.09,7.49,4.55,1.62,22.39,15.12,81.207
9/5/2022,4:15:0,11.11,7.49,4.53,1.77,23.7,15.72,81.23
9/5/2022,4:30:0,11.1,7.48,4.49,1.72,24.59,16.07,81.219
9/5/2022,4:45:0,11.11,7.47,4.46,1.66,27.08,18.86,81.219
9/5/2022,5:0:0,11.1,7.48,4.59,1.62,21.37,16.08,81.192
9/5/2022,5:15:0,11.06,7.49,4.58,1.57,21.68,14.44,81.073
9/5/2022,5:30:0,11.01,7.51,4.73,1.89,22.66,15.73,80.978
9/5/2022,5:45:0,11.01,7.52,4.79,1.84,29.85,20.49,80.973
9/5/2022,6:0:0,11.03,7.52,4.83,1.82,29.43,21.18,80.973
9/5/2022,6:15:0,11.01,7.5,4.69,2.09,30.08,20.48,80.949
9/5/2022,6:30:0,11.04,7.49,4.36,2,33.37,25.76,81.072
9/5/2022,6:45:0,11.04,7.48,4.28,1.97,29.77,19.29,81.111
9/5/2022,7:0:0,10.95,7.51,4.6,1.86,25.91,16.23,80.904
9/5/2022,7:15:0,10.94,7.52,4.8,2.06,31.14,20.37,80.834
9/5/2022,7:30:0,10.98,7.5,4.56,2.12,31.18,17.58,80.888
9/5/2022,7:45:0,10.94,7.55,4.88,2.07,29.89,18.49,80.859
9/5/2022,8:0:0,10.91,7.55,4.81,1.96,28.1,15.72,80.883
9/5/2022,8:15:0,10.9,7.57,5.16,1.89,28.42,17.12,80.863
9/5/2022,8:30:0,10.9,7.57,5.01,2.03,28.38,17.34,80.857
9/5/2022,8:45:0,10.9,7.56,4.85,1.9,19.66,12.55,80.976
9/5/2022,9:0:0,10.79,7.62,5.63,1.88,20.61,12.57,80.838
9/5/2022,9:15:0,10.84,7.61,5.33,1.82,20.58,13.49,80.983
9/5/2022,9:30:0,10.91,7.59,5.09,1.85,19.84,13.95,81.081
9/5/2022,9:45:0,10.92,7.62,5.23,1.88,21.09,15.09,81.084
9/5/2022,10:0:0,10.96,7.64,5.32,1.94,19.7,13.41,81.109
9/5/2022,10:15:0,10.93,7.65,5.49,1.9,17.91,11.52,81.104
9/5/2022,10:30:0,10.86,7.67,5.55,1.88,20.33,14.77,81.194
9/5/2022,10:45:0,10.82,7.67,5.83,1.95,22.36,15.19,81.18
9/5/2022,11:0:0,10.9,7.69,5.78,2.03,23.28,16.24,81.264
9/5/2022,11:15:0,10.91,7.68,5.69,1.78,17.93,11.34,81.396
9/5/2022,11:30:0,10.77,7.75,6.39,1.92,19.74,13.88,81.525
9/5/2022,11:45:0,10.84,7.71,6.14,1.79,16.08,9.69,81.572
9/5/2022,12:0:0,10.77,7.71,6,1.74,16.41,9.62,81.576
9/5/2022,12:15:0,10.79,7.69,5.85,1.72,18.48,10.22,81.608
9/5/2022,12:30:0,10.71,7.75,6.35,1.85,28.89,14.39,81.55
9/5/2022,12:45:0,10.61,7.78,6.69,2.03,44.89,20.73,81.586
9/5/2022,13:0:0,10.77,7.74,6.2,2.02,36.4,20.05,81.601
9/5/2022,13:15:0,10.51,7.79,6.99,2.65,91.09,42.82,81.374
9/5/2022,13:30:0,10.52,7.73,6.43,2.27,53.78,28.2,81.361
9/5/2022,13:45:0,10.67,7.73,6.41,2.4,69.49,38.84,81.518
9/5/2022,14:0:0,10.49,7.86,7.63,3.05,112.4,56.8,81.559
9/5/2022,14:15:0,10.62,7.79,6.79,2.38,62.59,33.88,81.615
9/5/2022,14:30:0,10.59,7.76,6.41,2.34,58.75,32.58,81.588
9/5/2022,14:45:0,10.54,7.82,7,2.54,81.82,44.78,81.577
9/5/2022,15:0:0,10.56,7.84,7.11,2.74,88.52,47.63,81.59
9/5/2022,15:15:0,10.58,7.96,8.17,2.78,93.11,49.51,81.705
9/5/2022,15:30:0,10.51,8.04,8.69,3.33,143.54,78.7,81.707
9/5/2022,15:45:0,10.52,8.09,9.15,3.55,182.26,100.52,81.77
9/5/2022,16:0:0,10.47,8.09,9,3.61,150.59,84.28,81.745
9/5/2022,16:15:0,10.39,8.05,8.8,3.77,170.24,104.13,81.613
9/5/2022,16:30:0,10.38,8,8.35,3.39,142.58,88.39,81.579
9/5/2022,16:45:0,10.43,7.94,7.88,3.17,136.37,77.62,81.54
9/5/2022,17:0:0,10.49,7.87,7.39,3.11,129.45,78.8,81.527
9/5/2022,17:15:0,10.47,7.83,7,2.91,113.49,68.26,81.498
9/5/2022,17:30:0,10.44,7.89,7.68,3.12,115.47,68.69,81.469
9/5/2022,17:45:0,10.43,7.87,7.48,2.9,112.15,65.92,81.487
9/5/2022,18:0:0,10.43,7.92,7.94,3.04,127.79,78.73,81.455
9/5/2022,18:15:0,10.45,7.85,7.19,3,131.84,80.71,81.388
9/5/2022,18:30:0,10.41,7.85,7.26,3.38,165.97,97.68,81.277
9/5/2022,18:45:0,10.36,7.81,7.08,3.38,181.26,103.72,81.158
9/5/2022,19:0:0,10.39,7.82,7.05,2.93,119.16,73.06,81.14
9/5/2022,19:15:0,10.43,7.76,6.43,3.26,118.19,72.04,81.167
9/5/2022,19:30:0,10.49,7.72,6.16,2.7,121.26,73.16,81.243
9/5/2022,19:45:0,10.55,7.71,6.12,2.82,107,62.08,81.284
9/5/2022,20:0:0,10.63,7.65,5.68,2.39,78.41,48.85,81.324
9/5/2022,20:15:0,10.68,7.63,5.54,2.37,70.91,42.32,81.343
9/5/2022,20:30:0,10.72,7.61,5.34,2.3,54.8,36.6,81.372
9/5/2022,20:45:0,10.72,7.61,5.16,2.11,56.08,37.16,81.351
9/5/2022,21:0:0,10.72,7.6,5.23,1.97,44.46,30.17,81.365
9/5/2022,21:15:0,10.75,7.58,5,1.92,41.58,26.93,81.354
9/5/2022,21:30:0,10.76,7.58,5.01,1.88,45.88,27.8,81.334
9/5/2022,21:45:0,10.81,7.54,4.88,1.84,36.7,23.87,81.354
9/5/2022,22:0:0,10.82,7.52,4.66,2,34.96,23.09,81.325
9/5/2022,22:15:0,10.87,7.49,4.49,2.06,28.72,17.21,81.34
9/5/2022,22:30:0,10.87,7.49,4.31,1.95,32.17,20.62,81.288
9/5/2022,22:45:0,10.83,7.5,4.57,2,28.42,19.8,81.221
9/5/2022,23:0:0,10.83,7.5,4.36,1.82,29.57,20.34,81.194
9/5/2022,23:15:0,10.83,7.47,4.22,1.66,27.79,19.33,81.192
9/5/2022,23:30:0,10.83,7.46,4.36,1.71,24.75,16.92,81.174
9/5/2022,23:45:0,10.87,7.45,4.17,1.72,23.05,18.99,81.203
9/6/2022,0:0:0,10.89,7.42,3.99,1.76,21.39,15.03,81.207
9/6/2022,0:15:0,10.9,7.44,4.21,1.8,26.29,16.23,81.169
9/6/2022,0:30:0,10.9,7.44,4.07,1.72,27.43,18.89,81.102
9/6/2022,0:45:0,10.9,7.43,4.27,1.82,24.95,17.24,81.054
9/6/2022,1:0:0,10.93,7.42,3.88,1.71,24.84,17.32,81.1
9/6/2022,1:15:0,10.91,7.44,4.06,1.74,25.11,16.46,81.01
9/6/2022,1:30:0,10.91,7.44,4.14,1.79,26.53,18.41,81.027
9/6/2022,1:45:0,10.87,7.44,4.24,1.92,31.64,19.75,80.971
9/6/2022,2:0:0,10.85,7.44,4.19,2.02,32.77,22.61,80.944
9/6/2022,2:15:0,10.84,7.43,4.09,1.95,31.92,21.4,80.976
9/6/2022,2:30:0,10.86,7.41,3.92,1.77,33.38,23.77,81
9/6/2022,2:45:0,10.88,7.41,3.86,1.71,31.02,22.21,81.046
9/6/2022,3:0:0,10.9,7.42,4.08,1.83,32.93,21.86,81.018
9/6/2022,3:15:0,10.94,7.39,3.47,1.81,25.79,20.43,81.1
9/6/2022,3:30:0,10.88,7.4,3.69,1.86,23.02,16.56,81.054
9/6/2022,3:45:0,10.9,7.4,3.83,1.72,24.29,19.36,81.03
9/6/2022,4:0:0,10.86,7.43,3.8,2.03,26.65,17.8,80.965
9/6/2022,4:15:0,10.82,7.41,3.63,2.03,25.66,19.13,80.958
9/6/2022,4:30:0,10.89,7.41,3.61,2.01,22.14,14.4,81.03
9/6/2022,4:45:0,10.86,7.42,3.58,1.89,25.91,17.56,80.971
9/6/2022,5:0:0,10.54,7.51,4.98,2,31.55,20.03,80.506
9/6/2022,5:15:0,10.63,7.45,4.15,1.97,29.64,21.01,80.622
9/6/2022,5:30:0,10.59,7.46,3.99,2.57,32.51,26.28,80.753
9/6/2022,5:45:0,10.81,7.46,3.9,2.22,30.45,22.58,80.964
9/6/2022,6:0:0,10.82,7.49,4.1,2.8,28.7,20.98,80.872
9/6/2022,6:15:0,10.82,7.48,4.1,2.32,35.91,27.45,80.94
9/6/2022,6:30:0,10.91,7.43,3.76,2.15,31.87,20.81,81.037
9/6/2022,6:45:0,10.72,7.41,3.73,2.26,24.39,17.83,80.793
9/6/2022,7:0:0,10.39,7.42,3.97,2.49,46.28,32.63,80.404
9/6/2022,7:15:0,10.2,7.42,3.87,2.67,41.98,25.69,80.245
9/6/2022,7:30:0,9.25,7.51,4.81,3.61,43.64,29.07,79.542
9/6/2022,7:45:0,8.55,7.48,5.32,5.37,32.38,24.41,79.178
9/6/2022,8:0:0,8.66,7.4,4.56,3.75,25.73,18.16,79.56
9/6/2022,8:15:0,9.2,7.41,4.68,3.45,27.7,18.25,79.709
9/6/2022,8:30:0,8.95,7.38,4.55,3.16,33.2,22.21,79.606
9/6/2022,8:45:0,9.29,7.36,4.54,3.28,34.35,22.98,79.938
9/6/2022,9:0:0,8.6,7.45,5.19,5.51,51.92,34.3,79.297
9/6/2022,9:15:0,8.41,7.44,5.32,5.52,57.84,36.87,79.291
9/6/2022,9:30:0,8.29,7.47,5.46,5.44,87.98,60.53,79.201
9/6/2022,9:45:0,8.27,7.46,5.25,5.88,75.59,50.05,79.248
9/6/2022,10:0:0,8.67,7.52,5.59,5.61,88.53,66.31,79.47
9/6/2022,10:15:0,8.53,7.54,5.8,5.15,74.79,52.98,79.421
9/6/2022,10:30:0,8.87,7.5,5.19,4.29,63.15,49.54,79.788
9/6/2022,10:45:0,8.91,7.55,5.56,4.72,61.84,44.9,79.792
9/6/2022,11:0:0,8.89,7.55,5.84,4.64,75.4,56.08,79.801
9/6/2022,11:15:0,9.07,7.57,5.72,3.85,33.98,23.83,80.008
9/6/2022,11:30:0,8.97,7.59,6.13,3.77,41.8,32.32,80.002
9/6/2022,11:45:0,8.95,7.61,6.05,4.19,42.52,29.77,80.105
9/6/2022,12:0:0,8.88,7.61,6.28,3.8,63.2,42.66,80.105
9/6/2022,12:15:0,9.05,7.65,6.56,4.56,133.1,81.23,80.202
9/6/2022,12:30:0,8.95,7.68,6.82,4.46,108.83,71.95,80.074
9/6/2022,12:45:0,9.14,7.71,7,5.98,137.49,97.12,80.233
9/6/2022,13:0:0,9.08,7.82,7.87,5.57,197.74,,80.181
9/6/2022,13:15:0,9.06,7.84,7.98,5.56,157.8,103.42,80.267
9/6/2022,13:30:0,9.06,7.91,8.52,6.38,173.35,,80.271
9/6/2022,13:45:0,8.84,7.83,7.7,6.69,152.41,,80.217
9/6/2022,14:0:0,8.68,7.85,8.19,7.24,135.5,98.26,80.121
9/6/2022,14:15:0,8.71,7.78,7.59,6.15,172.72,,80.112
9/6/2022,14:30:0,8.7,7.84,7.77,6.09,143.36,,80.218
9/6/2022,14:45:0,8.89,7.82,7.45,6.41,144.28,102.29,80.346
9/6/2022,15:0:0,8.8,7.96,9.1,8.22,214.3,,80.208
9/6/2022,15:15:0,9.43,7.76,7.21,5.41,129.36,91.22,80.638
9/6/2022,15:30:0,9.01,7.82,7.57,5.87,130.65,94.97,80.424
9/6/2022,15:45:0,9.09,7.82,7.72,5.56,112.2,84.79,80.442
9/6/2022,16:0:0,8.62,7.84,7.67,6.04,132.52,98.28,80.299
9/6/2022,16:15:0,8.43,7.91,8.39,7.15,210.43,,80.172
9/6/2022,16:30:0,8.52,7.8,7.39,5.85,113.93,85.31,80.26
9/6/2022,16:45:0,8.44,7.83,7.64,6.3,111.67,84.4,80.177
9/6/2022,17:0:0,8.22,7.84,7.89,5.82,91.64,70.6,80.047
9/6/2022,17:15:0,8.1,7.78,7.45,5.86,84.88,69.67,79.939
9/6/2022,17:30:0,7.86,7.75,7.21,5.92,55.54,40.6,79.777
9/6/2022,17:45:0,7.68,7.69,6.99,5.6,45.3,30.38,79.716
9/6/2022,18:0:0,7.7,7.68,6.8,5.75,39.28,35.28,79.556
9/6/2022,18:15:0,7.62,7.68,6.82,5.51,38.78,24.26,79.551
9/6/2022,18:30:0,7.45,7.7,6.99,6.07,46.25,32.08,79.407
9/6/2022,18:45:0,7.42,7.67,6.47,5.83,43.06,29.54,79.336
9/6/2022,19:0:0,7.34,7.67,6.76,6.07,41.36,29.02,79.221
9/6/2022,19:15:0,7.45,7.55,6.23,5.84,55.84,34.28,79.331
9/6/2022,19:30:0,7.37,7.62,6.66,6.12,41.77,26.56,79.178
9/6/2022,19:45:0,7.29,7.58,6.05,5.73,29.95,20.83,79.164
9/6/2022,20:0:0,7.3,7.62,6.46,5.75,34.63,23.45,79.245
9/6/2022,20:15:0,7.36,7.65,6.49,5.66,37.73,24.89,79.201
9/6/2022,20:30:0,7.46,7.6,6.19,5.16,44.71,27.37,79.239
9/6/2022,20:45:0,7.46,7.62,6.15,4.98,43.86,28.33,79.174
9/6/2022,21:0:0,7.49,7.59,6.36,5.04,42.43,27.0,79.099
9/6/2022,21:15:0,7.53,7.59,6.28,5.25,50.05,30.11,78.966
9/6/2022,21:30:0,7.65,7.57,5.99,4.7,45.21,28.16,79.196
9/6/2022,21:45:0,7.68,7.56,5.96,4.56,46.58,26.83,79.239
9/6/2022,22:0:0,7.77,7.54,5.82,4.29,48.7,26.6,79.257
9/6/2022,22:15:0,7.79,7.55,5.8,4.55,46.51,27.91,79.237
9/6/2022,22:30:0,7.84,7.56,5.92,4.48,41.25,26.55,79.201
9/6/2022,22:45:0,7.82,7.56,5.95,4.58,39.75,23.63,79.128
9/6/2022,23:0:0,7.89,7.52,5.4,4.15,37.47,22.69,79.198
9/6/2022,23:15:0,8.01,7.51,5.07,4.37,39.81,25.22,79.272
9/6/2022,23:30:0,8.03,7.48,5.45,3.91,40.77,25.66,79.371
9/6/2022,23:45:0,8.12,7.5,5.35,4.05,37.7,23.8,79.324
9/7/2022,0:0:0,8.14,7.52,5.36,3.91,37.32,26.52,79.277
9/7/2022,0:15:0,8.12,7.49,5.14,3.89,40.62,27.54,79.196
9/7/2022,0:30:0,8.05,7.49,5.32,4.02,34.14,20.85,79.075
9/7/2022,0:45:0,8.02,7.45,5.13,4.12,34.35,22.98,79.191
9/7/2022,1:0:0,8.05,7.42,4.94,3.92,33.37,20.96,79.218
9/7/2022,1:15:0,7.98,7.45,5.16,4.17,25.56,16.89,79.18
9/7/2022,1:30:0,8.03,7.44,4.99,4.05,26.72,17.69,79.14
9/7/2022,1:45:0,8.11,7.44,5.12,4.15,27.2,18.83,79.207
9/7/2022,2:0:0,8.21,7.42,4.78,3.94,26.64,18.82,79.349
9/7/2022,2:15:0,8.23,7.42,5,4.05,25.19,16.92,79.218
9/7/2022,2:30:0,8.33,7.4,4.65,3.87,26.32,18.16,79.344
9/7/2022,2:45:0,8.32,7.37,4.54,3.95,31.02,20.02,79.308
9/7/2022,3:0:0,8.37,7.37,4.67,3.64,28.46,19.98,79.362
9/7/2022,3:15:0,8.52,7.35,4.43,3.45,28.94,20.56,79.477
9/7/2022,3:30:0,8.49,7.37,4.54,3.66,27.63,19.16,79.371
9/7/2022,3:45:0,8.46,7.37,4.58,3.58,25.76,19.51,79.209
9/7/2022,4:0:0,8.65,7.35,4.26,3.36,32.05,22.05,79.318
9/7/2022,4:15:0,8.65,7.33,4.26,3.29,30.06,22.9,79.356
9/7/2022,4:30:0,8.68,7.34,4.16,3.21,34.47,24.75,79.137
9/7/2022,4:45:0,8.88,7.3,3.75,3.02,32.82,23.14,79.455
9/7/2022,5:0:0,9.15,7.3,3.82,2.83,30.75,21.0,79.592
9/7/2022,5:15:0,9.09,7.32,3.94,2.8,30.91,23.62,79.615
9/7/2022,5:30:0,9.24,7.32,3.6,2.83,34.27,22.4,79.642
9/7/2022,5:45:0,9.14,7.29,3.4,2.71,47.54,38.16,79.759
9/7/2022,6:0:0,9.23,7.3,3.52,2.94,32.05,23.98,79.783
9/7/2022,6:15:0,8.99,7.34,4.1,3.36,34.32,25.24,79.371
9/7/2022,6:30:0,8.93,7.36,4.26,3.11,32.85,25.39,79.435
9/7/2022,6:45:0,8.92,7.34,4.18,2.7,42.69,31.69,79.389
9/7/2022,7:0:0,8.94,7.36,4.02,3.17,34.2,22.13,79.421
9/7/2022,7:15:0,9.01,7.34,4.17,3.19,29.57,20.76,79.479
9/7/2022,7:30:0,9.23,7.31,3.82,2.59,30.52,23.29,79.61
9/7/2022,7:45:0,9.01,7.31,3.91,3.08,33.91,24.04,79.455
9/7/2022,8:0:0,8.78,7.35,4.22,3.28,43.1,28.81,79.254
9/7/2022,8:15:0,8.72,7.32,4.19,3.1,31.86,23.38,79.286
9/7/2022,8:30:0,8.67,7.34,4.28,3.34,54.15,41.6,79.225
9/7/2022,8:45:0,8.65,7.38,4.55,3.77,71.31,53.42,79.101
9/7/2022,9:0:0,8.61,7.38,4.74,3.58,56.73,41.18,79.124
9/7/2022,9:15:0,8.58,7.42,5,3.82,65.61,52.29,79.198
9/7/2022,9:30:0,8.74,7.4,4.75,3.39,64.86,49.92,79.284
9/7/2022,9:45:0,8.56,7.42,5.06,3.86,61.56,45.77,79.09
9/7/2022,10:0:0,8.56,7.4,4.85,3.59,85.71,68.46,79.171
9/7/2022,10:15:0,8.62,7.43,5.15,3.85,79.63,65.24,79.126
9/7/2022,10:30:0,8.48,7.46,5.57,3.86,83.8,67.81,78.984
9/7/2022,10:45:0,8.46,7.46,5.26,4.18,81.92,59.49,78.985
9/7/2022,11:0:0,8.58,7.45,5.43,4.1,84.39,64.56,79.126
9/7/2022,11:15:0,8.35,7.43,5.33,3.95,94.26,76.83,79.009
9/7/2022,11:30:0,8.64,7.41,4.93,3.48,73.47,57.65,79.272
9/7/2022,11:45:0,8.32,7.43,5.22,4.25,82.33,66.01,78.912
9/7/2022,12:0:0,8.73,7.38,4.49,3.13,52.76,42.71,79.383
9/7/2022,12:15:0,8.74,7.35,4.57,3.19,69.05,51.37,79.461
9/7/2022,12:30:0,9.39,7.31,3.76,2.71,38.03,30.94,79.858
9/7/2022,12:45:0,8.77,7.4,4.62,3.14,48.65,39.88,79.281
9/7/2022,13:0:0,9,7.41,4.78,3.58,61.67,45.33,79.309
9/7/2022,13:15:0,9.01,7.41,4.82,6.18,79.13,50.6,79.2
9/7/2022,13:30:0,9.58,7.32,3.39,5.66,35.67,24.08,79.722
9/7/2022,13:45:0,9.44,7.33,3.46,5.81,40.33,29.64,79.698
9/7/2022,14:0:0,9.57,7.33,3.34,5.58,47.33,32.39,79.707
9/7/2022,14:15:0,9.76,7.28,2.77,5.71,21.9,15.26,79.911
9/7/2022,14:30:0,9.81,7.27,2.81,5.14,18.44,12.28,79.889
9/7/2022,14:45:0,9.78,7.3,3.04,6.2,21.62,16.11,79.867
9/7/2022,15:0:0,9.97,7.29,3.04,7.29,22.81,15.66,80.01
9/7/2022,15:15:0,9.87,7.31,3.6,5.83,31.93,26.07,79.9
9/7/2022,15:30:0,9.65,7.3,3.01,5.98,36.76,28.04,79.741
9/7/2022,15:45:0,9.66,7.32,3.32,5.91,48.52,33.71,79.673
9/7/2022,16:0:0,9.68,7.31,3.02,5.24,40.99,29.28,79.678
9/7/2022,16:15:0,9.63,7.3,2.98,4.58,25.05,19.55,79.785
9/7/2022,16:30:0,9.56,7.33,3.33,4.99,40.8,31.0,79.741
9/7/2022,16:45:0,9.95,7.3,3.37,4.79,27.6,22.19,79.968
9/7/2022,17:0:0,10.02,7.3,3.08,5.19,29.34,20.89,79.932
9/7/2022,17:15:0,9.79,7.29,2.71,5.85,24.07,18.99,79.765
9/7/2022,17:30:0,9.7,7.32,3.26,6.13,23.68,18.63,79.599
9/7/2022,17:45:0,9.7,7.3,3.02,6.03,29.48,24.59,79.644
9/7/2022,18:0:0,9.67,7.3,3.2,5.84,27.04,21.12,79.596
9/7/2022,18:15:0,9.67,7.28,2.96,5.39,27.99,22.48,79.597
9/7/2022,18:30:0,9.7,7.27,2.79,5.03,29.91,24.64,79.7
9/7/2022,18:45:0,9.8,7.26,2.61,4.63,22.56,18.34,79.747
9/7/2022,19:0:0,9.8,7.26,2.81,4.72,15.43,12.13,79.646
9/7/2022,19:15:0,9.82,7.26,2.83,4.25,13.95,9.19,79.59
9/7/2022,19:30:0,9.98,7.25,2.5,4.52,12.71,9.14,79.707
9/7/2022,19:45:0,9.79,7.27,2.84,4.27,15.53,10.9,79.407
9/7/2022,20:0:0,9.68,7.28,2.9,4.3,15.54,11.05,79.32
9/7/2022,20:15:0,9.71,7.28,2.96,4.9,17.8,12.74,79.259
9/7/2022,20:30:0,9.67,7.28,2.98,4.67,15.27,10.9,79.135
9/7/2022,20:45:0,9.6,7.28,3.23,4.26,16.27,11.01,78.948
9/7/2022,21:0:0,9.63,7.26,2.98,4.25,12.84,8.96,79.09
9/7/2022,21:15:0,9.6,7.27,2.94,4.1,11.89,8.11,79.097
9/7/2022,21:30:0,9.64,7.26,2.81,4.14,11.82,8.21,79.135
9/7/2022,21:45:0,9.71,7.25,2.68,4.25,11.19,7.39,79.198
9/7/2022,22:0:0,9.73,7.26,2.8,4.35,11.36,7.97,79.232
9/7/2022,22:15:0,9.78,7.25,2.97,4.39,11.05,7.9,79.259
9/7/2022,22:30:0,9.8,7.24,2.64,4,10.53,7.06,79.162
9/7/2022,22:45:0,9.76,7.24,2.62,3.62,10.83,6.5,79.029
9/7/2022,23:0:0,9.72,7.24,2.75,3.98,10.39,8.2,78.987
9/7/2022,23:15:0,9.73,7.24,2.6,3.9,8.91,6.1,78.924
9/7/2022,23:30:0,9.81,7.23,2.65,3.68,9.05,6.57,79.02
9/7/2022,23:45:0,9.8,7.23,2.7,3.73,8.31,5.96,78.967
9/8/2022,0:0:0,9.78,7.23,2.53,3.48,7.8,5.48,78.895
9/8/2022,0:15:0,9.83,7.23,2.5,3.48,7.66,5.38,78.98
9/8/2022,0:30:0,9.87,7.22,2.4,3.67,8.45,6.07,79.126
9/8/2022,0:45:0,9.93,7.22,2.24,3.52,7.15,4.84,79.183
9/8/2022,1:0:0,9.95,7.23,2.52,3.79,7.42,5.26,79.201
9/8/2022,1:15:0,9.91,7.23,2.55,3.74,6.79,4.77,79.115
9/8/2022,1:30:0,9.91,7.22,2.36,3.87,6.69,4.9,79.137
