Date,Time (GMT),Verified (ft)
2022/08/25,04:00,0.48
2022/08/25,04:06,0.48
2022/08/25,04:12,0.5
2022/08/25,04:18,0.5
2022/08/25,04:24,0.51
2022/08/25,04:30,0.53
2022/08/25,04:36,0.54
2022/08/25,04:42,0.56
2022/08/25,04:48,0.58
2022/08/25,04:54,0.6
2022/08/25,05:00,0.62
2022/08/25,05:06,0.64
2022/08/25,05:12,0.66
2022/08/25,05:18,0.69
2022/08/25,05:24,0.72
2022/08/25,05:30,0.74
2022/08/25,05:36,0.77
2022/08/25,05:42,0.79
2022/08/25,05:48,0.81
2022/08/25,05:54,0.84
2022/08/25,06:00,0.87
2022/08/25,06:06,0.9
2022/08/25,06:12,0.93
2022/08/25,06:18,0.96
2022/08/25,06:24,1
2022/08/25,06:30,1.03
2022/08/25,06:36,1.05
2022/08/25,06:42,1.08
2022/08/25,06:48,1.13
2022/08/25,06:54,1.14
2022/08/25,07:00,1.2
2022/08/25,07:06,1.22
2022/08/25,07:12,1.25
2022/08/25,07:18,1.29
2022/08/25,07:24,1.32
2022/08/25,07:30,1.35
2022/08/25,07:36,1.38
2022/08/25,07:42,1.41
2022/08/25,07:48,1.43
2022/08/25,07:54,1.5
2022/08/25,08:00,1.53
2022/08/25,08:06,1.55
2022/08/25,08:12,1.6
2022/08/25,08:18,1.59
2022/08/25,08:24,1.62
2022/08/25,08:30,1.66
2022/08/25,08:36,1.67
2022/08/25,08:42,1.7
2022/08/25,08:48,1.73
2022/08/25,08:54,1.75
2022/08/25,09:00,1.77
2022/08/25,09:06,1.79
2022/08/25,09:12,1.81
2022/08/25,09:18,1.82
2022/08/25,09:24,1.85
2022/08/25,09:30,1.87
2022/08/25,09:36,1.89
2022/08/25,09:42,1.91
2022/08/25,09:48,1.93
2022/08/25,09:54,1.94
2022/08/25,10:00,1.94
2022/08/25,10:06,1.95
2022/08/25,10:12,1.95
2022/08/25,10:18,1.94
2022/08/25,10:24,1.95
2022/08/25,10:30,1.95
2022/08/25,10:36,1.95
2022/08/25,10:42,1.96
2022/08/25,10:48,1.95
2022/08/25,10:54,1.94
2022/08/25,11:00,1.94
2022/08/25,11:06,1.93
2022/08/25,11:12,1.91
2022/08/25,11:18,1.9
2022/08/25,11:24,1.88
2022/08/25,11:30,1.87
2022/08/25,11:36,1.85
2022/08/25,11:42,1.83
2022/08/25,11:48,1.81
2022/08/25,11:54,1.78
2022/08/25,12:00,1.77
2022/08/25,12:06,1.76
2022/08/25,12:12,1.74
2022/08/25,12:18,1.7
2022/08/25,12:24,1.68
2022/08/25,12:30,1.63
2022/08/25,12:36,1.6
2022/08/25,12:42,1.58
2022/08/25,12:48,1.55
2022/08/25,12:54,1.53
2022/08/25,13:00,1.52
2022/08/25,13:06,1.49
2022/08/25,13:12,1.47
2022/08/25,13:18,1.44
2022/08/25,13:24,1.41
2022/08/25,13:30,1.38
2022/08/25,13:36,1.36
2022/08/25,13:42,1.35
2022/08/25,13:48,1.33
2022/08/25,13:54,1.3
2022/08/25,14:00,1.27
2022/08/25,14:06,1.24
2022/08/25,14:12,1.22
2022/08/25,14:18,1.19
2022/08/25,14:24,1.18
2022/08/25,14:30,1.16
2022/08/25,14:36,1.14
2022/08/25,14:42,1.11
2022/08/25,14:48,1.09
2022/08/25,14:54,1.07
2022/08/25,15:00,1.05
2022/08/25,15:06,1.04
2022/08/25,15:12,1.01
2022/08/25,15:18,0.99
2022/08/25,15:24,0.98
2022/08/25,15:30,0.95
2022/08/25,15:36,0.94
2022/08/25,15:42,0.92
2022/08/25,15:48,0.9
2022/08/25,15:54,0.89
2022/08/25,16:00,0.88
2022/08/25,16:06,0.87
2022/08/25,16:12,0.86
2022/08/25,16:18,0.85
2022/08/25,16:24,0.84
2022/08/25,16:30,0.83
2022/08/25,16:36,0.81
2022/08/25,16:42,0.8
2022/08/25,16:48,0.79
2022/08/25,16:54,0.78
2022/08/25,17:00,0.77
2022/08/25,17:06,0.78
2022/08/25,17:12,0.78
2022/08/25,17:18,0.77
2022/08/25,17:24,0.76
2022/08/25,17:30,0.77
2022/08/25,17:36,0.76
2022/08/25,17:42,0.77
2022/08/25,17:48,0.77
2022/08/25,17:54,0.78
2022/08/25,18:00,0.78
2022/08/25,18:06,0.78
2022/08/25,18:12,0.79
2022/08/25,18:18,0.79
2022/08/25,18:24,0.81
2022/08/25,18:30,0.82
2022/08/25,18:36,0.84
2022/08/25,18:42,0.86
2022/08/25,18:48,0.87
2022/08/25,18:54,0.88
2022/08/25,19:00,0.89
2022/08/25,19:06,0.92
2022/08/25,19:12,0.94
2022/08/25,19:18,0.95
2022/08/25,19:24,0.98
2022/08/25,19:30,0.99
2022/08/25,19:36,1.02
2022/08/25,19:42,1.02
2022/08/25,19:48,1.06
2022/08/25,19:54,1.1
2022/08/25,20:00,1.11
2022/08/25,20:06,1.16
2022/08/25,20:12,1.17
2022/08/25,20:18,1.19
2022/08/25,20:24,1.23
2022/08/25,20:30,1.23
2022/08/25,20:36,1.28
2022/08/25,20:42,1.31
2022/08/25,20:48,1.31
2022/08/25,20:54,1.32
2022/08/25,21:00,1.31
2022/08/25,21:06,1.31
2022/08/25,21:12,1.3
2022/08/25,21:18,1.29
2022/08/25,21:24,1.29
2022/08/25,21:30,1.3
2022/08/25,21:36,1.33
2022/08/25,21:42,1.33
2022/08/25,21:48,1.33
2022/08/25,21:54,1.33
2022/08/25,22:00,1.32
2022/08/25,22:06,1.33
2022/08/25,22:12,1.34
2022/08/25,22:18,1.35
2022/08/25,22:24,1.37
2022/08/25,22:30,1.37
2022/08/25,22:36,1.38
2022/08/25,22:42,1.39
2022/08/25,22:48,1.41
2022/08/25,22:54,1.42
2022/08/25,23:00,1.43
2022/08/25,23:06,1.44
2022/08/25,23:12,1.44
2022/08/25,23:18,1.44
2022/08/25,23:24,1.43
2022/08/25,23:30,1.41
2022/08/25,23:36,1.4
2022/08/25,23:42,1.38
2022/08/25,23:48,1.37
2022/08/25,23:54,1.36
2022/08/26,00:00,1.34
2022/08/26,00:06,1.31
2022/08/26,00:12,1.28
2022/08/26,00:18,1.26
2022/08/26,00:24,1.23
2022/08/26,00:30,1.21
2022/08/26,00:36,1.19
2022/08/26,00:42,1.16
2022/08/26,00:48,1.13
2022/08/26,00:54,1.1
2022/08/26,01:00,1.07
2022/08/26,01:06,1.05
2022/08/26,01:12,1.03
2022/08/26,01:18,1.01
2022/08/26,01:24,0.98
2022/08/26,01:30,0.95
2022/08/26,01:36,0.94
2022/08/26,01:42,0.92
2022/08/26,01:48,0.91
2022/08/26,01:54,0.9
2022/08/26,02:00,0.88
2022/08/26,02:06,0.87
2022/08/26,02:12,0.85
2022/08/26,02:18,0.84
2022/08/26,02:24,0.83
2022/08/26,02:30,0.82
2022/08/26,02:36,0.81
2022/08/26,02:42,0.8
2022/08/26,02:48,0.79
2022/08/26,02:54,0.78
2022/08/26,03:00,0.78
2022/08/26,03:06,0.77
2022/08/26,03:12,0.77
2022/08/26,03:18,0.77
2022/08/26,03:24,0.78
2022/08/26,03:30,0.78
2022/08/26,03:36,0.78
2022/08/26,03:42,0.78
2022/08/26,03:48,0.78
2022/08/26,03:54,0.78
2022/08/26,04:00,0.78
2022/08/26,04:06,0.78
2022/08/26,04:12,0.78
2022/08/26,04:18,0.79
2022/08/26,04:24,0.79
2022/08/26,04:30,0.8
2022/08/26,04:36,0.81
2022/08/26,04:42,0.82
2022/08/26,04:48,0.82
2022/08/26,04:54,0.83
2022/08/26,05:00,0.84
2022/08/26,05:06,0.86
2022/08/26,05:12,0.89
2022/08/26,05:18,0.91
2022/08/26,05:24,0.93
2022/08/26,05:30,0.95
2022/08/26,05:36,0.98
2022/08/26,05:42,1
2022/08/26,05:48,1.03
2022/08/26,05:54,1.06
2022/08/26,06:00,1.09
2022/08/26,06:06,1.12
2022/08/26,06:12,1.15
2022/08/26,06:18,1.19
2022/08/26,06:24,1.23
2022/08/26,06:30,1.24
2022/08/26,06:36,1.3
2022/08/26,06:42,1.33
2022/08/26,06:48,1.36
2022/08/26,06:54,1.4
2022/08/26,07:00,1.41
2022/08/26,07:06,1.45
2022/08/26,07:12,1.47
2022/08/26,07:18,1.5
2022/08/26,07:24,1.54
2022/08/26,07:30,1.57
2022/08/26,07:36,1.61
2022/08/26,07:42,1.63
2022/08/26,07:48,1.66
2022/08/26,07:54,1.69
2022/08/26,08:00,1.72
2022/08/26,08:06,1.77
2022/08/26,08:12,1.79
2022/08/26,08:18,1.83
2022/08/26,08:24,1.86
2022/08/26,08:30,1.88
2022/08/26,08:36,1.91
2022/08/26,08:42,1.93
2022/08/26,08:48,1.97
2022/08/26,08:54,2
2022/08/26,09:00,2.03
2022/08/26,09:06,2.04
2022/08/26,09:12,2.05
2022/08/26,09:18,2.07
2022/08/26,09:24,2.08
2022/08/26,09:30,2.11
2022/08/26,09:36,2.14
2022/08/26,09:42,2.15
2022/08/26,09:48,2.19
2022/08/26,09:54,2.2
2022/08/26,10:00,2.2
2022/08/26,10:06,2.21
2022/08/26,10:12,2.23
2022/08/26,10:18,2.25
2022/08/26,10:24,2.28
2022/08/26,10:30,2.31
2022/08/26,10:36,2.33
2022/08/26,10:42,2.32
2022/08/26,10:48,2.33
2022/08/26,10:54,2.33
2022/08/26,11:00,2.35
2022/08/26,11:06,2.37
2022/08/26,11:12,2.36
2022/08/26,11:18,2.35
2022/08/26,11:24,2.33
2022/08/26,11:30,2.3
2022/08/26,11:36,2.29
2022/08/26,11:42,2.29
2022/08/26,11:48,2.29
2022/08/26,11:54,2.28
2022/08/26,12:00,2.26
2022/08/26,12:06,2.23
2022/08/26,12:12,2.21
2022/08/26,12:18,2.19
2022/08/26,12:24,2.17
2022/08/26,12:30,2.15
2022/08/26,12:36,2.12
2022/08/26,12:42,2.09
2022/08/26,12:48,2.06
2022/08/26,12:54,2.01
2022/08/26,13:00,2
2022/08/26,13:06,1.97
2022/08/26,13:12,1.97
2022/08/26,13:18,1.95
2022/08/26,13:24,1.92
2022/08/26,13:30,1.9
2022/08/26,13:36,1.88
2022/08/26,13:42,1.86
2022/08/26,13:48,1.85
2022/08/26,13:54,1.83
2022/08/26,14:00,1.81
2022/08/26,14:06,1.78
2022/08/26,14:12,1.75
2022/08/26,14:18,1.72
2022/08/26,14:24,1.7
2022/08/26,14:30,1.69
2022/08/26,14:36,1.67
2022/08/26,14:42,1.65
2022/08/26,14:48,1.63
2022/08/26,14:54,1.59
2022/08/26,15:00,1.57
2022/08/26,15:06,1.54
2022/08/26,15:12,1.52
2022/08/26,15:18,1.5
2022/08/26,15:24,1.47
2022/08/26,15:30,1.44
2022/08/26,15:36,1.41
2022/08/26,15:42,1.39
2022/08/26,15:48,1.37
2022/08/26,15:54,1.35
2022/08/26,16:00,1.34
2022/08/26,16:06,1.32
2022/08/26,16:12,1.31
2022/08/26,16:18,1.29
2022/08/26,16:24,1.27
2022/08/26,16:30,1.27
2022/08/26,16:36,1.26
2022/08/26,16:42,1.26
2022/08/26,16:48,1.25
2022/08/26,16:54,1.23
2022/08/26,17:00,1.22
2022/08/26,17:06,1.21
2022/08/26,17:12,1.2
2022/08/26,17:18,1.2
2022/08/26,17:24,1.19
2022/08/26,17:30,1.19
2022/08/26,17:36,1.19
2022/08/26,17:42,1.2
2022/08/26,17:48,1.19
2022/08/26,17:54,1.17
2022/08/26,18:00,1.17
2022/08/26,18:06,1.15
2022/08/26,18:12,1.13
2022/08/26,18:18,1.14
2022/08/26,18:24,1.12
2022/08/26,18:30,1.12
2022/08/26,18:36,1.11
2022/08/26,18:42,1.11
2022/08/26,18:48,1.12
2022/08/26,18:54,1.13
2022/08/26,19:00,1.17
2022/08/26,19:06,1.17
2022/08/26,19:12,1.18
2022/08/26,19:18,1.21
2022/08/26,19:24,1.22
2022/08/26,19:30,1.25
2022/08/26,19:36,1.31
2022/08/26,19:42,1.35
2022/08/26,19:48,1.38
2022/08/26,19:54,1.41
2022/08/26,20:00,1.44
2022/08/26,20:06,1.47
2022/08/26,20:12,1.51
2022/08/26,20:18,1.55
2022/08/26,20:24,1.58
2022/08/26,20:30,1.61
2022/08/26,20:36,1.64
2022/08/26,20:42,1.67
2022/08/26,20:48,1.69
2022/08/26,20:54,1.71
2022/08/26,21:00,1.72
2022/08/26,21:06,1.73
2022/08/26,21:12,1.76
2022/08/26,21:18,1.79
2022/08/26,21:24,1.8
2022/08/26,21:30,1.82
2022/08/26,21:36,1.82
2022/08/26,21:42,1.82
2022/08/26,21:48,1.83
2022/08/26,21:54,1.84
2022/08/26,22:00,1.86
2022/08/26,22:06,1.88
2022/08/26,22:12,1.89
2022/08/26,22:18,1.89
2022/08/26,22:24,1.91
2022/08/26,22:30,1.92
2022/08/26,22:36,1.94
2022/08/26,22:42,1.96
2022/08/26,22:48,1.97
2022/08/26,22:54,1.99
2022/08/26,23:00,2.01
2022/08/26,23:06,2.03
2022/08/26,23:12,2.05
2022/08/26,23:18,2.07
2022/08/26,23:24,2.07
2022/08/26,23:30,2.09
2022/08/26,23:36,2.09
2022/08/26,23:42,2.08
2022/08/26,23:48,2.08
2022/08/26,23:54,2.07
2022/08/27,00:00,2.06
2022/08/27,00:06,2.04
2022/08/27,00:12,2.03
2022/08/27,00:18,2.01
2022/08/27,00:24,1.99
2022/08/27,00:30,1.97
2022/08/27,00:36,1.95
2022/08/27,00:42,1.94
2022/08/27,00:48,1.91
2022/08/27,00:54,1.89
2022/08/27,01:00,1.87
2022/08/27,01:06,1.84
2022/08/27,01:12,1.82
2022/08/27,01:18,1.8
2022/08/27,01:24,1.77
2022/08/27,01:30,1.74
2022/08/27,01:36,1.72
2022/08/27,01:42,1.69
2022/08/27,01:48,1.67
2022/08/27,01:54,1.65
2022/08/27,02:00,1.63
2022/08/27,02:06,1.61
2022/08/27,02:12,1.59
2022/08/27,02:18,1.57
2022/08/27,02:24,1.55
2022/08/27,02:30,1.53
2022/08/27,02:36,1.51
2022/08/27,02:42,1.49
2022/08/27,02:48,1.47
2022/08/27,02:54,1.44
2022/08/27,03:00,1.43
2022/08/27,03:06,1.41
2022/08/27,03:12,1.39
2022/08/27,03:18,1.39
2022/08/27,03:24,1.37
2022/08/27,03:30,1.36
2022/08/27,03:36,1.34
2022/08/27,03:42,1.33
2022/08/27,03:48,1.31
2022/08/27,03:54,1.3
2022/08/27,04:00,1.29
2022/08/27,04:06,1.28
2022/08/27,04:12,1.26
2022/08/27,04:18,1.25
2022/08/27,04:24,1.23
2022/08/27,04:30,1.22
2022/08/27,04:36,1.22
2022/08/27,04:42,1.21
2022/08/27,04:48,1.2
2022/08/27,04:54,1.19
2022/08/27,05:00,1.18
2022/08/27,05:06,1.18
2022/08/27,05:12,1.17
2022/08/27,05:18,1.17
2022/08/27,05:24,1.17
2022/08/27,05:30,1.17
2022/08/27,05:36,1.17
2022/08/27,05:42,1.18
2022/08/27,05:48,1.18
2022/08/27,05:54,1.19
2022/08/27,06:00,1.2
2022/08/27,06:06,1.22
2022/08/27,06:12,1.23
2022/08/27,06:18,1.25
2022/08/27,06:24,1.26
2022/08/27,06:30,1.29
2022/08/27,06:36,1.31
2022/08/27,06:42,1.34
2022/08/27,06:48,1.37
2022/08/27,06:54,1.38
2022/08/27,07:00,1.4
2022/08/27,07:06,1.43
2022/08/27,07:12,1.47
2022/08/27,07:18,1.51
2022/08/27,07:24,1.55
2022/08/27,07:30,1.58
2022/08/27,07:36,1.61
2022/08/27,07:42,1.64
2022/08/27,07:48,1.67
2022/08/27,07:54,1.7
2022/08/27,08:00,1.72
2022/08/27,08:06,1.77
2022/08/27,08:12,1.79
2022/08/27,08:18,1.82
2022/08/27,08:24,1.84
2022/08/27,08:30,1.85
2022/08/27,08:36,1.87
2022/08/27,08:42,1.89
2022/08/27,08:48,1.89
2022/08/27,08:54,1.92
2022/08/27,09:00,1.95
2022/08/27,09:06,1.97
2022/08/27,09:12,1.99
2022/08/27,09:18,2
2022/08/27,09:24,2.04
2022/08/27,09:30,2.05
2022/08/27,09:36,2.07
2022/08/27,09:42,2.09
2022/08/27,09:48,2.11
2022/08/27,09:54,2.12
2022/08/27,10:00,2.15
2022/08/27,10:06,2.16
2022/08/27,10:12,2.17
2022/08/27,10:18,2.18
2022/08/27,10:24,2.19
2022/08/27,10:30,2.21
2022/08/27,10:36,2.23
2022/08/27,10:42,2.22
2022/08/27,10:48,2.22
2022/08/27,10:54,2.23
2022/08/27,11:00,2.22
2022/08/27,11:06,2.23
2022/08/27,11:12,2.23
2022/08/27,11:18,2.21
2022/08/27,11:24,2.21
2022/08/27,11:30,2.19
2022/08/27,11:36,2.2
2022/08/27,11:42,2.19
2022/08/27,11:48,2.17
2022/08/27,11:54,2.16
2022/08/27,12:00,2.13
2022/08/27,12:06,2.11
2022/08/27,12:12,2.08
2022/08/27,12:18,2.08
2022/08/27,12:24,2.06
2022/08/27,12:30,2.05
2022/08/27,12:36,2.02
2022/08/27,12:42,1.99
2022/08/27,12:48,1.98
2022/08/27,12:54,1.94
2022/08/27,13:00,1.93
2022/08/27,13:06,1.9
2022/08/27,13:12,1.87
2022/08/27,13:18,1.85
2022/08/27,13:24,1.81
2022/08/27,13:30,1.79
2022/08/27,13:36,1.77
2022/08/27,13:42,1.76
2022/08/27,13:48,1.72
2022/08/27,13:54,1.72
2022/08/27,14:00,1.67
2022/08/27,14:06,1.64
2022/08/27,14:12,1.61
2022/08/27,14:18,1.58
2022/08/27,14:24,1.56
2022/08/27,14:30,1.52
2022/08/27,14:36,1.49
2022/08/27,14:42,1.46
2022/08/27,14:48,1.42
2022/08/27,14:54,1.4
2022/08/27,15:00,1.37
2022/08/27,15:06,1.34
2022/08/27,15:12,1.32
2022/08/27,15:18,1.28
2022/08/27,15:24,1.25
2022/08/27,15:30,1.22
2022/08/27,15:36,1.2
2022/08/27,15:42,1.17
2022/08/27,15:48,1.15
2022/08/27,15:54,1.12
2022/08/27,16:00,1.09
2022/08/27,16:06,1.05
2022/08/27,16:12,1.02
2022/08/27,16:18,1
2022/08/27,16:24,0.98
2022/08/27,16:30,0.96
2022/08/27,16:36,0.93
2022/08/27,16:42,0.89
2022/08/27,16:48,0.89
2022/08/27,16:54,0.86
2022/08/27,17:00,0.83
2022/08/27,17:06,0.81
2022/08/27,17:12,0.78
2022/08/27,17:18,0.76
2022/08/27,17:24,0.72
2022/08/27,17:30,0.68
2022/08/27,17:36,0.67
2022/08/27,17:42,0.64
2022/08/27,17:48,0.63
2022/08/27,17:54,0.63
2022/08/27,18:00,0.59
2022/08/27,18:06,0.58
2022/08/27,18:12,0.56
2022/08/27,18:18,0.55
2022/08/27,18:24,0.54
2022/08/27,18:30,0.53
2022/08/27,18:36,0.52
2022/08/27,18:42,0.51
2022/08/27,18:48,0.49
2022/08/27,18:54,0.5
2022/08/27,19:00,0.49
2022/08/27,19:06,0.5
2022/08/27,19:12,0.5
2022/08/27,19:18,0.51
2022/08/27,19:24,0.51
2022/08/27,19:30,0.53
2022/08/27,19:36,0.52
2022/08/27,19:42,0.55
2022/08/27,19:48,0.56
2022/08/27,19:54,0.58
2022/08/27,20:00,0.61
2022/08/27,20:06,0.63
2022/08/27,20:12,0.63
2022/08/27,20:18,0.66
2022/08/27,20:24,0.68
2022/08/27,20:30,0.71
2022/08/27,20:36,0.74
2022/08/27,20:42,0.76
2022/08/27,20:48,0.79
2022/08/27,20:54,0.79
2022/08/27,21:00,0.82
2022/08/27,21:06,0.85
2022/08/27,21:12,0.86
2022/08/27,21:18,0.88
2022/08/27,21:24,0.9
2022/08/27,21:30,0.9
2022/08/27,21:36,0.93
2022/08/27,21:42,0.95
2022/08/27,21:48,0.96
2022/08/27,21:54,0.98
2022/08/27,22:00,1
2022/08/27,22:06,1.01
2022/08/27,22:12,1.02
2022/08/27,22:18,1.04
2022/08/27,22:24,1.05
2022/08/27,22:30,1.08
2022/08/27,22:36,1.09
2022/08/27,22:42,1.1
2022/08/27,22:48,1.12
2022/08/27,22:54,1.12
2022/08/27,23:00,1.14
2022/08/27,23:06,1.15
2022/08/27,23:12,1.16
2022/08/27,23:18,1.17
2022/08/27,23:24,1.18
2022/08/27,23:30,1.19
2022/08/27,23:36,1.2
2022/08/27,23:42,1.2
2022/08/27,23:48,1.2
2022/08/27,23:54,1.21
2022/08/28,00:00,1.21
2022/08/28,00:06,1.22
2022/08/28,00:12,1.22
2022/08/28,00:18,1.21
2022/08/28,00:24,1.22
2022/08/28,00:30,1.22
2022/08/28,00:36,1.21
2022/08/28,00:42,1.19
2022/08/28,00:48,1.18
2022/08/28,00:54,1.17
2022/08/28,01:00,1.16
2022/08/28,01:06,1.15
2022/08/28,01:12,1.13
2022/08/28,01:18,1.11
2022/08/28,01:24,1.09
2022/08/28,01:30,1.08
2022/08/28,01:36,1.07
2022/08/28,01:42,1.04
2022/08/28,01:48,1.01
2022/08/28,01:54,0.99
2022/08/28,02:00,0.96
2022/08/28,02:06,0.93
2022/08/28,02:12,0.91
2022/08/28,02:18,0.88
2022/08/28,02:24,0.86
2022/08/28,02:30,0.83
2022/08/28,02:36,0.8
2022/08/28,02:42,0.77
2022/08/28,02:48,0.74
2022/08/28,02:54,0.72
2022/08/28,03:00,0.7
2022/08/28,03:06,0.68
2022/08/28,03:12,0.65
2022/08/28,03:18,0.61
2022/08/28,03:24,0.59
2022/08/28,03:30,0.57
2022/08/28,03:36,0.56
2022/08/28,03:42,0.56
2022/08/28,03:48,0.56
2022/08/28,03:54,0.55
2022/08/28,04:00,0.54
2022/08/28,04:06,0.53
2022/08/28,04:12,0.5
2022/08/28,04:18,0.49
2022/08/28,04:24,0.48
2022/08/28,04:30,0.46
2022/08/28,04:36,0.45
2022/08/28,04:42,0.44
2022/08/28,04:48,0.43
2022/08/28,04:54,0.41
2022/08/28,05:00,0.41
2022/08/28,05:06,0.41
2022/08/28,05:12,0.4
2022/08/28,05:18,0.4
2022/08/28,05:24,0.4
2022/08/28,05:30,0.4
2022/08/28,05:36,0.4
2022/08/28,05:42,0.4
2022/08/28,05:48,0.41
2022/08/28,05:54,0.43
2022/08/28,06:00,0.44
2022/08/28,06:06,0.46
2022/08/28,06:12,0.47
2022/08/28,06:18,0.49
2022/08/28,06:24,0.52
2022/08/28,06:30,0.52
2022/08/28,06:36,0.55
2022/08/28,06:42,0.57
2022/08/28,06:48,0.58
2022/08/28,06:54,0.61
2022/08/28,07:00,0.63
2022/08/28,07:06,0.65
2022/08/28,07:12,0.68
2022/08/28,07:18,0.71
2022/08/28,07:24,0.73
2022/08/28,07:30,0.77
2022/08/28,07:36,0.8
2022/08/28,07:42,0.84
2022/08/28,07:48,0.89
2022/08/28,07:54,0.92
2022/08/28,08:00,0.92
2022/08/28,08:06,0.95
2022/08/28,08:12,0.96
2022/08/28,08:18,0.97
2022/08/28,08:24,1.02
2022/08/28,08:30,1.03
2022/08/28,08:36,1.06
2022/08/28,08:42,1.09
2022/08/28,08:48,1.1
2022/08/28,08:54,1.14
2022/08/28,09:00,1.16
2022/08/28,09:06,1.19
2022/08/28,09:12,1.24
2022/08/28,09:18,1.27
2022/08/28,09:24,1.3
2022/08/28,09:30,1.33
2022/08/28,09:36,1.35
2022/08/28,09:42,1.37
2022/08/28,09:48,1.41
2022/08/28,09:54,1.44
2022/08/28,10:00,1.47
2022/08/28,10:06,1.5
2022/08/28,10:12,1.52
2022/08/28,10:18,1.55
2022/08/28,10:24,1.57
2022/08/28,10:30,1.61
2022/08/28,10:36,1.65
2022/08/28,10:42,1.68
2022/08/28,10:48,1.7
2022/08/28,10:54,1.72
2022/08/28,11:00,1.74
2022/08/28,11:06,1.75
2022/08/28,11:12,1.76
2022/08/28,11:18,1.77
2022/08/28,11:24,1.78
2022/08/28,11:30,1.8
2022/08/28,11:36,1.82
2022/08/28,11:42,1.83
2022/08/28,11:48,1.84
2022/08/28,11:54,1.86
2022/08/28,12:00,1.88
2022/08/28,12:06,1.89
2022/08/28,12:12,1.92
2022/08/28,12:18,1.93
2022/08/28,12:24,1.92
2022/08/28,12:30,1.91
2022/08/28,12:36,1.9
2022/08/28,12:42,1.9
2022/08/28,12:48,1.89
2022/08/28,12:54,1.89
2022/08/28,13:00,1.89
2022/08/28,13:06,1.86
2022/08/28,13:12,1.83
2022/08/28,13:18,1.83
2022/08/28,13:24,1.81
2022/08/28,13:30,1.79
2022/08/28,13:36,1.75
2022/08/28,13:42,1.7
2022/08/28,13:48,1.68
2022/08/28,13:54,1.66
2022/08/28,14:00,1.63
2022/08/28,14:06,1.59
2022/08/28,14:12,1.56
2022/08/28,14:18,1.52
2022/08/28,14:24,1.49
2022/08/28,14:30,1.46
2022/08/28,14:36,1.45
2022/08/28,14:42,1.43
2022/08/28,14:48,1.4
2022/08/28,14:54,1.38
2022/08/28,15:00,1.36
2022/08/28,15:06,1.33
2022/08/28,15:12,1.3
2022/08/28,15:18,1.28
2022/08/28,15:24,1.26
2022/08/28,15:30,1.23
2022/08/28,15:36,1.21
2022/08/28,15:42,1.18
2022/08/28,15:48,1.16
2022/08/28,15:54,1.13
2022/08/28,16:00,1.11
2022/08/28,16:06,1.09
2022/08/28,16:12,1.07
2022/08/28,16:18,1.05
2022/08/28,16:24,1.03
2022/08/28,16:30,1.01
2022/08/28,16:36,0.99
2022/08/28,16:42,0.97
2022/08/28,16:48,0.95
2022/08/28,16:54,0.93
2022/08/28,17:00,0.9
2022/08/28,17:06,0.89
2022/08/28,17:12,0.86
2022/08/28,17:18,0.86
2022/08/28,17:24,0.84
2022/08/28,17:30,0.83
2022/08/28,17:36,0.81
2022/08/28,17:42,0.8
2022/08/28,17:48,0.79
2022/08/28,17:54,0.77
2022/08/28,18:00,0.77
2022/08/28,18:06,0.75
2022/08/28,18:12,0.76
2022/08/28,18:18,0.76
2022/08/28,18:24,0.75
2022/08/28,18:30,0.74
2022/08/28,18:36,0.73
2022/08/28,18:42,0.75
2022/08/28,18:48,0.76
2022/08/28,18:54,0.75
2022/08/28,19:00,0.77
2022/08/28,19:06,0.77
2022/08/28,19:12,0.77
2022/08/28,19:18,0.8
2022/08/28,19:24,0.81
2022/08/28,19:30,0.83
2022/08/28,19:36,0.84
2022/08/28,19:42,0.87
2022/08/28,19:48,0.88
2022/08/28,19:54,0.91
2022/08/28,20:00,0.95
2022/08/28,20:06,0.97
2022/08/28,20:12,1
2022/08/28,20:18,1.02
2022/08/28,20:24,1.03
2022/08/28,20:30,1.08
2022/08/28,20:36,1.11
2022/08/28,20:42,1.16
2022/08/28,20:48,1.18
2022/08/28,20:54,1.2
2022/08/28,21:00,1.22
2022/08/28,21:06,1.25
2022/08/28,21:12,1.28
2022/08/28,21:18,1.3
2022/08/28,21:24,1.32
2022/08/28,21:30,1.36
2022/08/28,21:36,1.38
2022/08/28,21:42,1.41
2022/08/28,21:48,1.45
2022/08/28,21:54,1.49
2022/08/28,22:00,1.51
2022/08/28,22:06,1.56
2022/08/28,22:12,1.58
2022/08/28,22:18,1.6
2022/08/28,22:24,1.67
2022/08/28,22:30,1.69
2022/08/28,22:36,1.71
2022/08/28,22:42,1.76
2022/08/28,22:48,1.78
2022/08/28,22:54,1.83
2022/08/28,23:00,1.84
2022/08/28,23:06,1.86
2022/08/28,23:12,1.91
2022/08/28,23:18,1.9
2022/08/28,23:24,1.95
2022/08/28,23:30,1.96
2022/08/28,23:36,1.99
2022/08/28,23:42,2.03
2022/08/28,23:48,2.05
2022/08/28,23:54,2.06
2022/08/29,00:00,2.1
2022/08/29,00:06,2.12
2022/08/29,00:12,2.18
2022/08/29,00:18,2.22
2022/08/29,00:24,2.22
2022/08/29,00:30,2.21
2022/08/29,00:36,2.21
2022/08/29,00:42,2.2
2022/08/29,00:48,2.2
2022/08/29,00:54,2.19
2022/08/29,01:00,2.19
2022/08/29,01:06,2.15
2022/08/29,01:12,2.13
